Date,Time,Location,Operator,Flight #,Route,Registration,cn / ln,Aboard Total,Aboard Passengers,Aboard Crew,Fatalities Total,Fatalities Passengers,Fatalities Crew,Ground,Summary,Url,Latitude,Longitude
"September 11, 2001",10:03,"Shanksville, Pennsylvania",United Airlines,93,Newark - San Francisco,N591UA,28142/718,44,37.0,7.0,44,37.0,7.0,0.0,The aircraft was hijacked after taking off from Newark International Airport. The hijackers took control of the aircraft and turned the plane towards Washington D.C.  A struggle ensued between the passengers and hijackers after which the plane crashed at a high rate of speed into a field in the Pennsylvania countryside. It was one of four planes that were hijacked the same day.,https://www.planecrashinfo.com/2001/2001-36.htm,40.0175017,-78.9071878
"September 11, 2001",09:45,"Arlington, Virginia.",American Airlines,77,Washington D.C. - Los Angeles,N644AA,24602/365,64,58.0,6.0,64,58.0,6.0,125.0,The aircraft was hijacked after taking off from Dulles International Airport. The hijackers took control of the aircraft and deliberately crashed it into the Pentagon. It was one of four planes that were hijacked the same day.,https://www.planecrashinfo.com/2001/2001-37.htm,38.8769326,-77.0893094
"September 11, 2001",09:03,"New York City, New York",United Airlines,175,Boston - Los Angeles,N612UA,21873/41,65,56.0,9.0,65,56.0,9.0,2750.0,"The aircraft was hijacked shortly after it left Logan International Airport in Boston. The hijackers took control of the aircraft and deliberately crashed it into the south tower of the World Trade Center between the 78th and 84th floors at approximately 550 mph. After 56 minutes, the building collapsed. It was one of four planes that were hijacked the same day.",https://www.planecrashinfo.com/2001/2001-38.htm,40.7127281,-74.0060152
"September 12, 2001",16:25,"Near Chichen Itza, Mexico",Aero Ferinco Charter,-,Chichen Itza - Cozumel,XA-ACM,892401,19,17.0,2.0,19,17.0,2.0,0.0,"The aircraft crashed 4.4 miles from Kura Airport shortly after a normal takeoff. The plane was flying at about 1,500 feet when it began turning onto a course requested by the air traffic controller. It did not stop turning and suddenly plunged to the ground.",https://www.planecrashinfo.com/2001/2001-39.htm,20.6838879,-88.568666
"September 15, 2001",,"Belo Horizonte, Brazil",TAM (Brazil),9755,Recife  - Sao Paulo,PT-MRN,11443,82,77.0,5.0,1,1.0,0.0,0.0,"While the aircraft was over Belo Horizonte, the cabin depressurized, causing the death of one passenger. The aircraft made an emergency landing at Cofins. Three of the other 77 passengers aboard suffered minor injuries. Pressurization was lost at an altitude of  33,000 feet when the right engine disintegrated, causing pieces of the engine to break two cabin windows.",https://www.planecrashinfo.com/2001/2001-40.htm,-19.9227318,-43.9450948
"September 18, 2001",07:30,"Guatemala City, Guatemala",Atlantic Airlines,870,"Guatemala City - San Pedro Sula, Honduras",TG-CPE,861705,13,11.0,2.0,9,8.0,1.0,0.0,The aircraft was taking off from Guatemala's Aurora Airport when it lost power in one of it's engines and crashed to the ground.,https://www.planecrashinfo.com/2001/2001-41.htm,14.6416142,-90.5132836
"October 04, 2001",13:44,"110 miles SW of Sochi, Russia",Sibir Airlines,1812,"Tel Aviv -  Novosibirsk, Russia",RA-85693,90A-866,78,66.0,12.0,78,66.0,12.0,0.0,"The aircraft exploded in mid-air at 36,000 ft. while  en route over the Black Sea. The plane then nose-dived crashing into the water. The airliner was brought down accidentally by a Ukrainian surface-to-air missile, fired during military exercises.",https://www.planecrashinfo.com/2001/2001-42.htm,43.50620065,39.886897043158086
"October 08, 2001",17:50,"Mollet Lake, Quebec, Canada",Air Saint Maurice Inc.,,Iyachisakus Lake - Mollet Lake,C-GPUO,810,7,6.0,1.0,3,2.0,1.0,0.0,The seaplane crashed into Mollet Lake while attempting to land. The seaplane stalled at an altitude that did not allow the pilot time to recover from the stall. The stall occurred in circumstances conducive to illusions created by drift.,https://www.planecrashinfo.com/2001/2001-43.htm,45.7511322,-74.2562529
"October 08, 2001",08:10,"Milan, Italy",Scandinavian Airlines (SAS) / Private,686 / -,Milan - Copenhagen / Milan - Paris,SE-DMA / D-IEVX,53009/ 525A-0036,114,106.0,8.0,114,106.0,8.0,4.0,"The MD-87 aircraft was taking off from Linate Airport in fog and poor visibility when it struck a German Cessna Citation II business jet. The MD-87 rotated for takeoff and did make it into the air for 9 seconds, but was too damaged to sustain flight. The plane then swerved off the runway and  collided with the airport's baggage handling building, bursting into flames. The Cessna,  which was about to take off for Paris, entered the active runway by mistake, after  having been told by the tower to enter a different taxiway and hold short of the runway. One hundred four passengers and 6 crew on the MD-87 and  2 passengers and 2 crew on the Citation were killed along with 4 on the ground. The MD-87 was named Lage Viking.  Caused largely by human error and poorly followed safety procedures and improper terminology used by the tower. Communication between the aircraft and the tower had been ""in English and Italian,"" as opposed to aviation standards that only English be spoken. In addition, despite the poor visibility and inadequately marked airport landmarks, the control tower operators failed to ask the Cessna to read back his instructions to make sure they were understood. There was no ground radar, runway motion sensors were turned off and it took 20 minutes before anyone realized the two planes had collided.",https://www.planecrashinfo.com/2001/2001-44.htm,45.4641943,9.1896346
"October 10, 2001",09:26,"Dillingham, Alaska",PenAir,350,Dillingham - King Salmon,N9530F,20800088,10,9.0,1.0,10,9.0,1.0,0.0,"Shortly after taking off from Dillingham, the aircraft's wing dipped, the nose pitched up, the plane became inverted and crashed to the ground. The weather was clear and windy at the time of the accident. An in-flight loss of control resulting from upper surface ice contamination that the pilot-in-command failed to detect during his preflight inspection of the airplane. Contributing to the accident was the lack of a preflight inspection requirement for CE-208 pilots to examine at close range the upper surface of the wing for ice contamination when ground icing conditions exist.",https://www.planecrashinfo.com/2001/2001-45.htm,59.0398598,-158.4604177
"October 10, 2001",10:42,"Off Valencia, Spain",Flightline,101,"Barcelona - Oran, Algeria",EC-GDV,AT-043,10,8.0,2.0,10,8.0,2.0,0.0,"The plane was en-route from Barcelona, Spain to Oran, Algeria, 80 miles off the coast of Valencia, Spain when it informed Valencia ATC it was going to change course in order to avoid bad weather. There was no further contact with the aircraft. Debris was sighted two days later on the water. Electrical power was presumably lost following a lightning strike. Control was lost and the airplane crashed into the sea.",https://www.planecrashinfo.com/2001/2001-46.htm,39.4697065,-0.3763353
"October 11, 2001",23:35,"Shamattawa, Canada",Perimeter Airlines,,Gods Narrows - Shamattawa,C-GYPA,TC-250,3,1.0,2.0,2,0.0,2.0,0.0,"The air ambulance was flown into terrain during an overshoot because the required climb angle was not set and maintained to ensure a positive rate of climb. During the go-around, conditions were present for somatogravic illusion, which most likely led to the captain losing situational awareness.",https://www.planecrashinfo.com/2001/2001-47.htm,55.8608747,-92.0897947
"October 18, 2001",15:43,"Anchorage, Alaska",ERA Aviation - Air Taxi,,"Fire Island, AK - Anchorage, AK",N400EH,45108,5,4.0,1.0,3,2.0,1.0,0.0,"The helicopter was flying very low because the pilot was not instrument rated. The skid hit the water followed by the tail rotor and the helicopter crashed. The pilot's failure to maintain clearance from the surface of an open body of water while intentionally attempting to maintain a very low altitude while in cruise flight. Factors include falling snow, low ceilings, whiteout/greyout conditions, and flat/glassy water.",https://www.planecrashinfo.com/2001/2001-48.htm,61.2163129,-149.894852
"November 12, 2001",09:16,"Belle Harbor, Queens, New York",American Airlines,587,"New York City - Santo Domingo, Dominican Rep.",N14053,420,260,251.0,9.0,260,251.0,9.0,5.0,"Three minutes after taking off and while in a climbing left turn, at 2,800 ft., parts of the plane, including the vertical stabilizer and rudder, fell from the aircraft. The crew soon lost control of the plane which nose dived and crashed into a residential neighborhood. After flying into the wake turbulence of two aircraft about two minutes into the flight, investigators believe a series of quick rudder swings by the copilot whipped the tail so severely that the fin broke off. The National Transportation Safety Board has found that pilot error was the probable cause. Sharply criticizing American Airlines Advanced Aircraft Maneuvering Program, the Board said that American Airlines' pilot training included a simulator exercise which could have caused the first officer to have an unrealistic and exaggerated view of the effects of wake turbulence, erroneously associate wake turbulence encounters with the need for aggressive roll upset recovery techniques and develop control strategies that would produce a much different -- and potentially surprising and confusing -- response if performed during flight. In addition, because of its high sensitivity, the Airbus A-300-600 rudder control system is susceptible to potentially hazardous rudder pedal inputs at higher airspeed.",https://www.planecrashinfo.com/2001/2001-49.htm,40.5768201,-73.8477383
"November 19, 2001",18:19,"Kalyazin, Russia",Charter - IRS Aero,LDF -9601/02,Khatanga - Moscow,RA-75840,182005301,27,18.0,9.0,27,18.0,9.0,0.0,Residents heard a loud noise and saw flames in the night sky as the aircraft clipped treetops and summer homes before crashing into a snowy forest. Wreckage was spread over a 1.5 mile area. Serious maintenance violations and operational procedures were discovered during the investigation of the accident.,https://www.planecrashinfo.com/2001/2001-50.htm,57.2400206,37.8404883
"November 22, 2001",13:05,"Pittsburgh, Pennsylvania",Universal Jet Aviation,,"Pittsburgh, PA - Baca Raton, Fl",N5UJ,25-088,2,0.0,2.0,2,0.0,2.0,0.0,"The cargo plane was not able to gain altitude, veered off the runway and crashed. The (undetermined) pilot-at-the-controls' early, and over rotation of the airplane's nose during the takeoff attempt, and his failure to maintain directional control. Also causal, was the captain's inadequate remedial action, both during the takeoff attempt and after the airplane departed the runway.",https://www.planecrashinfo.com/2001/2001-51.htm,40.4416941,-79.9900861
"November 23, 2001",18:35,"Palade, Estonia",ELK Aviation Co. (leased from Eminex),,Tallinn - Kardla,ES-NOV,1AJ003-03,17,14.0,3.0,2,2.0,0.0,0.0,The plane crashed into a marshy forested area about 2 kilometer short of its destination at Kardla Airport. Several errors by the pilot.,https://www.planecrashinfo.com/2001/2001-52.htm,58.9684544,22.8543401
"November 24, 2001",22:07,"Birchwil, Switzerland",Crossair,3597,Berlin - Zurich,HB-IXM,E-3291,33,28.0,5.0,24,21.0,3.0,0.0,"The aircraft was flying through a mix of rain and snow on final approach, when it crashed in a wooded area, 5.5 miles from Zurich Airport where it was scheduled to land on Runway 28.  At 22.03 the aircraft was descending to 4000 ft. on final approach.  At 22.05 the captain reported reaching the minimum descent altitude and stated he could see the ground. Shortly after, the radio altimeter reported 500 ft. agl, followed by a ""minimum"" warning. A go-around was ordered, but it was too late and the aircraft struck trees and crashed. American pop singer, Melanie Thornton, 34, killed. Maria Serano Serano and Nathaly van het Ende both 27, and members of the pop-music trio, Passion Fruit, also killed. The pilot had been working more than 13 hours when the accident took place and had also exceeded maximum duty several times in the days preceding the crash. A controlled flight into terrain caused by the captain deliberately descending below the minimum descent altitude without having the required visual contact with either the approach lights or the runway and the copilot making no attempt to prevent the continuation of the flight below the minimum descent altitude. The report revealed that the pilot had failed to perform correct navigation and landing procedures before, but no action had been taken by the airline.  The range of hills the plane crashed into was not marked in the Jeppesen approach chart used by the crew, despite the hilly terrain the approach to runway 28 was not equipped with a minimum safe altitude warning (MSAW) system, which triggers an alarm if a minimum safe altitude is violated, and the airport's means of determining visibility were inadequate for runway 28 and the visual minimums at the time of the accident were actually inappropriate for using the standard approach to runway 28.",https://www.planecrashinfo.com/2001/2001-53.htm,47.4586072,8.6349201
"November 27, 2001",01:56,"Port Harcourt, Nigeria",MK Airlines,,Luxembourg - Port Harcourt,9G-MKI,22063/432,13,0.0,13.0,1,0.0,1.0,0.0,"The cargo plane contacted the ground 700 meters short of the runway, broke in two and burned.",https://www.planecrashinfo.com/2001/2001-54.htm,4.7676576,7.0188527
"December 01, 2001",01:43,"Near Novaya Inya , Russia","Military - Russia",-,Moscow - Bratsk - Anadyr,RA-76839,1023411375,18,9.0,9.0,18,9.0,9.0,0.0,A fire broke out aboard the aircraft while en route at FL290. The crew was preparing for an emergency landing when two explosions tore apart the plane causing it to crash.,https://www.planecrashinfo.com/2001/2001-55.htm,59.375946,144.862259
"December 14, 2001",,"Geti, Democratic Republic Congo",Eagle Air,,Bunia - Beni,5X-CNF,730208,6,4.0,2.0,6,4.0,2.0,0.0,The plane may have been shot down by Allied Democratic Forces rebels.,https://www.planecrashinfo.com/2001/2001-56.htm,1.2092449,30.1743285
"December 16, 2001",10:21,"Near Medellin, Colombia",Heliandes,,Medellin - Quibdo,HK-4175X,861618,16,14.0,2.0,16,14.0,2.0,0.0,"The aircraft crashed into El Silencio de El manzanillo mountain at 7,800 ft., 3 minutes after taking off in heavy rain and poor visibility from Medellin Airport.",https://www.planecrashinfo.com/2001/2001-57.htm,6.2697325,-75.6025597
"December 26, 2001",10:20,"Bremerhaven, Germany",BAL Bremerhaven Airline,,Bremerhaven - Wangerooge,D-IAAI,2167,9,8.0,1.0,8,7.0,1.0,0.0,"The aircraft crashed into the Weser River shortly after taking off from Bremerhaven Airport. Three persons were pulled from the river, two of whom died shortly thereafter as a result of their injuries.",https://www.planecrashinfo.com/2001/2001-58.htm,53.5505392,8.5851945
"January 04, 2002",12:07,"Birmingham, England",Agco Corp,,"Birmingham, England - Bangor, MA",N90AG,5414,5,3.0,2.0,5,3.0,2.0,0.0,"After taking off, banked to the left, wing contacted ground, a fire erupted and the aircraft broke up. Failure of the crew to de-ice the wings before takeoff. Possible impairment of crew performance by the combined effects of a non-prescription drug, jet-lag and fatigue were also considered factors.",https://www.planecrashinfo.com/2002/2002-1.htm,52.4796992,-1.9026911
"January 09, 2002",,"Shamsi AFB, Pakistan",Military - US,,Jacobabad - Shamsi,160021,4702,7,0.0,7.0,7,0.0,7.0,0.0,While on approach the aircraft struck a hill a few hundred feet short of runway in poor weather.,https://www.planecrashinfo.com/2002/2002-2.htm,27.8478821,65.16000951710765
"January 14, 2002",07:28,"Bilbao, Spain",Ibertrans Aérea,1278,Madrid - Bilbao,EC-GTJ,120-024,3,0.0,3.0,3,0.0,3.0,0.0,"While descending, the cargo plane struck Mount Santa Maria Vieja, 35 km from the airport in fog and poor visibility.",https://www.planecrashinfo.com/2002/2002-3.htm,43.2630018,-2.9350039
"January 15, 2002",08:45,"Chilpancingo, Mexico",Procuraduría General de la República,,Mexico City - Chilpancingo,XC-FIT,752,17,15.0,2.0,5,5.0,0.0,0.0,"During a landing attempt at Chilpancingo, the aircraft left the runway, struck a concrete perimeter wall, overturned and burned. The government plane belonged to the General Office of the judge advocate.",https://www.planecrashinfo.com/2002/2002-4.htm,19.4059029,-99.1685264
"January 16, 2002",16:29,"Near Solo, Indonesia",Garuda Indonesia Airlines,421,Mataram - Yogyakarta - Jakarta,PK-GWA,24403/1706,62,54.0,8.0,1,0.0,1.0,0.0,"The aircraft suffered a flame out of both engines in torrential rains while on approach  to Yogyakarta. The crew made an emergency landing in the Bengawan Solo River, in shallow water. The plane circled several times before diving in a steep course towards the river. The plane's left wing struck a river bank before it plunged into the water. The reason the crew flew into extreme weather was the heavy rain and hail was shadowed on the radar and blocked from radar view. In addition, the airplane had a partially failed battery which was exhausted by two attempts to restart the engines, producing a total electrical failure. A flight attendant drowned in the shallow water when she jumped from the plane.",https://www.planecrashinfo.com/2002/2002-5.htm,-7.5692489,110.828448
"January 17, 2002",11:00,"Near La Bonita, Ecuador",Petroproducción,,Quito - Lago Agrio,HC-AYM,511,26,21.0,5.0,26,21.0,5.0,0.0,"The plane crashed into del cerro El Tigre mountain in the jungles of the Amazon at an elevation of 14,700 ft.  The 35 minute flight was transporting oil workers to a remote oil field.",https://www.planecrashinfo.com/2002/2002-6.htm,0.5027482,-77.5658419
"January 27, 2002",,"Near Luena, Angola",Military - Angolan  Air Force,-,,T-304,A12244,40,34.0,6.0,5,3.0,2.0,0.0,Crashed 2km short of the runway  from the Luena Airport while attempting to land in heavy rain.,https://www.planecrashinfo.com/2002/2002-7.htm,-11.7790355,19.9122676
"January 28, 2002",11:00,"Near Ipiales, Colombia",TAME,120,Quito -  Tulcán - Cali,HC-BLF,19692/498,92,83.0,9.0,92,83.0,9.0,0.0,"The airliner crashed into the fogbound 15,721 ft. Nevado de Cumbal volcano, in the Andes mountains, near the Ecuador / Colombian border. Air traffic control lost contact with the plane as it circled into Colombian territory to maneuver around snow capped mountain peaks and return to the Ecuadorian border city of Tulcán. The pilot's decision to initiate and continue the flight towards Tulcán Airport while below minimum meteorological conditions established in the company's standard operating procedure.  Inadequate navigation and operation of the aircraft by the pilot in command consistent with entering the holding pattern at the Tulcán NDB with a velocity of 230 knots indicated and with a bank angle of 15 degrees, exceeding the maximum limit of 180 knots stipulated throughout the procedure, and using a bank angle inferior to the recommended 25 to 30 degrees, thereby departing holding pattern obstacle protection, leading to a collision against the Cumbal Volcano.",https://www.planecrashinfo.com/2002/2002-8.htm,0.8236934,-77.6349296
"February 12, 2002",07:50,"Near Khorramabed, Iran",Iran Air Tours,956,Tehran - Khorramabed,EP-MBS,91A-871,117,108.0,9.0,117,108.0,9.0,0.0,Crashed against the side of a mountain in heavy fog in the Sefid Kouh mountain range while on approach to Khorramabad. The plane was totally destroyed and scattered in small pieces across the mountain. Pilot error.,https://www.planecrashinfo.com/2002/2002-9.htm,33.4842109,48.3538276
"February 15, 2002",06:08,"Monrovia, Liberia",Tiramavia,,,ER-ADL,4342610,10,3.0,7.0,1,0.0,1.0,0.0,The cargo plane crashed while attempting to make an emergency landing.,https://www.planecrashinfo.com/2002/2002-10.htm,6.328034,-10.797788
"February 21, 2002",20:44,"Lakhta, Russia",Military - Russia,,Sanofov - Lakhta,07RED,ZR726001,20,12.0,8.0,17,12.0,5.0,0.0,"The plane was making an emergency landing after two previous attempts in heavy snow and strong winds when it clipped treetops and crashed into a field, approximately 1.5km short of the runway.",https://www.planecrashinfo.com/2002/2002-11.htm,59.9911386,30.1673669
"February 22, 2002",02:30,"Off Dumaguete, Philippines",Military - US,,Basilan - Mactan Island,92-0471,M-3719,10,4.0,6.0,10,4.0,6.0,0.0,"A helicopter ferrying U.S. troops in a counter-terrorism exercise, crashed into the sea, 30 minutes before its scheduled arrival at Mactan Island. The helicopter was flying in tandem with another U.S. Army Chinook when it crashed.",https://www.planecrashinfo.com/2002/2002-12.htm,9.3054777,123.3080446
"March 09, 2002",13:40,"Monte Rotondo, Italy",Svedijos Prekés,2801,"Budapest, Hungary - Tunis, Tunisia",LY-AVD,1G137-53,3,1.0,2.0,3,1.0,2.0,0.0,"While en route the cargo plane impacted the side of a mountain at an altitude of 6,167 ft.  Pilot error. The crew did not conform to the VFR that required a track change to maintain the required flight parameters and/or a diversion to a suitable alternate airport.",https://www.planecrashinfo.com/2002/2002-13.htm,42.9656152,13.1954149
"March 14, 2002",16:30,"Near Placetas, Cuba",Charter - Aerotaxi,,Cienfuegos -- Cayo Coco,CU-T1020,,17,15.0,2.0,17,15.0,2.0,0.0,"While en-route, 35 minutes into the flight, the bi-plane crashed near Santa Clara. The plane was seen spinning out of control before it hit the ground. A strong gust of wind, possibly a small tornado, tore off the top part of the left wing.",https://www.planecrashinfo.com/2002/2002-14.htm,22.3140717,-79.653392
"March 17, 2002",08:02,"Off Djibouti, Republic of Djibouti",Djibouti Airlines,,"Mogadishu, Somalia - Djibouti",J2-KBC,912537,4,0.0,4.0,4,0.0,4.0,0.0,The cargo plane crashed into the ocean while on approach to Runway 27.,https://www.planecrashinfo.com/2002/2002-15.htm,11.8145966,42.8453061
"April 12, 2002",04:07,"Palma de Mallorca, Spain",Tadair,306,Madrid - Palma de Mallorca,EC-GKR,AC-620,2,0.0,2.0,2,0.0,2.0,0.0,The cargo plane crashed into lights near the runway threshold while attempting to land on Runway 24L.,https://www.planecrashinfo.com/2002/2002-16.htm,39.5695818,2.6500745
"April 15, 2002",11:23,"Busan, South Korea",Air China,129,Beijing - Busan,B-2552,23308/127,166,155.0,11.0,128,120.0,8.0,0.0,"The aircraft crashed onto a mountain, in fog, wind and rain while attempting to land at Kimhae Airport. A strong southerly wind required the aircraft to make a turn and approach the runway from the north. The aircraft crashed near the peak of Mt. Mulbong, approximately 3 mile north of the runway. The plane bounced three times before hitting the ground and exploding. More than 1,000 trees were uprooted by the impact. The plane was off course when the crew turned on final. The flight crew performed the circling approach, not being aware of the weather minima of wide-body aircraft (B767-200) for landing, and in the approach briefing, did not include the missed approach, etc., among the items specified in Air China’s operations and training manuals. The flight crew exercised poor crew resource management and lost situational awareness during the circling approach to runway 18R, which led them to fly outside of the circling approach area, delaying the base turn, contrary to the captain’s intention to make a timely base turn. The flight crew did not execute a missed approach when they lost sight of the runway during the circling approach to runway 18R, which led them to strike high terrain (mountain) near the airport. When the first officer advised the captain to ascend again for landing, about 5 seconds before impact, the captain did not react, nor did the first officer initiate the missed approach himself.",https://www.planecrashinfo.com/2002/2002-17.htm,35.1799528,129.0752365
"April 19, 2002",09:15,"Popayán, Colombia",SELVA Colombia,,Medellín - Popayán,HK-4171X,2508,8,5.0,3.0,3,3.0,0.0,0.0,"The plane was being used by the Penitentiary and Prison National Institute, Inpec, to fly prisoners from Medellín to Popayán. The aircraft had just finished flying 50 prisoners to Popayán when it took off from Popayán to pick up more prisoners. The aircraft nosed into the ground shortly after becoming airborne.",https://www.planecrashinfo.com/2002/2002-18.htm,2.4422295,-76.6072368
"April 28, 2002",06:15,"Near Abakan, Russia",Private,,,,,20,17.0,3.0,8,6.0,2.0,0.0,"The helicopter struck power lines and crashed in near-zero visibility. Governor of Krasnoyarsk territory, Alexander Lebed, 52, was among those killed. ""Power line, power line!"" were the last words of the pilot. Thick fog concealing a frost-covered power line led to the helicopter crash.",https://www.planecrashinfo.com/2002/2002-19.htm,53.72068,91.4406019
"May 04, 2002",13:30,"Kano, Nigeria",EAS Airlines (Executive Airline Services),4226,Abuja - Jos - Kano - Lagos,5N-ESF,266,77,69.0,8.0,74,67.0,7.0,78.0,"The aircraft crashed into houses, two mosques and a school in the densely populated neighborhood of Gwammaja, approximately  1.2 miles from Kano International Airport, shortly after taking off. There were reports of an engine failure and  fire during the takeoff. Prior to the fatal crash, the aircraft involved in the incident had been grounded on two previous occasions to perform engine maintenance.",https://www.planecrashinfo.com/2002/2002-20.htm,11.9939978,8.5219738
"May 07, 2002",15:17,"Near Tunis, Tunisia",EgyptAir,843,Cairo - Tunis,SU-GBI,25307/2135,62,56.0,6.0,14,11.0,3.0,0.0,"The jet airliner crashed into a hillside, 4 miles from the Tunis-Carthage airport, as the pilot attempted to make a landing. The plane's landing gear had failed to open during the approach into Tunis-Carthage airport and the pilot had made another circuit before attempting a fresh landing when the plane crashed in heavy rain and high winds. The accident was attributed to the rough weather conditions and the pilot's inability to deal with the situation.",https://www.planecrashinfo.com/2002/2002-21.htm,33.8439408,9.400138
"May 07, 2002",21:32,"Off Dalian, China",China Northern Airlines,6136,Beijing - Dalian,B-2138,49522/17023,112,103.0,9.0,112,103.0,9.0,0.0,"The MD-82 crashed into the Dalian Bay, 12 miles east of Dalian airport. The pilot reported a fire aboard the aircraft and the cabin lights were out prior to the plane impacting the water.  The accident was caused by an act of sabotage by a passenger who lit a fire  using gasoline in the cabin. He had bought multiple insurance policies before boarding the flight.",https://www.planecrashinfo.com/2002/2002-22.htm,39.740278,122.255833
"May 21, 2002",19:30,"Near Calabar, Nigeria",Sky Executive Air Services,,Port Harcourt - Calabar,9Q-CEX,851402,5,0.0,5.0,5,0.0,5.0,0.0,"The plane crashed approximately 12 miles from Calabar while attempting to land. All passengers departed at Port Harcourt and only a crew of 5 was aboard. The premature departure of the plane from the normal minimum safe altitude of 2,500 ft. without air traffic controller's clearance until it flew into the terrain. Other contributing factors were the emergence of electrical problem on the aircraft at the commencement of the approach which might have distracted the  pilot  and unfavorable weather conditions of low ceiling and thunderstorms which impaired visibility at the critical time of descent.",https://www.planecrashinfo.com/2002/2002-23.htm,4.9795999,8.3373597
"May 25, 2002",15:29,"Off Penghu Island, Taiwan",China Airlines (Taiwan),611,Taipei - Hong Kong,B-18255,21843/386,225,206.0,19.0,225,206.0,19.0,0.0,"The flight crashed into the sea, 31 miles NE of the Penghu (Pescadore) Islands in the Taiwan Strait. The plane disappeared from radar while flying at 35,000 ft. approximately 20 minutes after taking off from Chiang Kai Shek Airport. There was no distress call and the weather was good at the time. Military radar revealed the aircraft  disintegrated in midair, breaking into four pieces. Only 175 of 225 bodies were recovered. The carrier  failed to conduct a preventive anti-rust operation in a timely manner every four years. Damage from a 1980 tailstrike was not properly repaired and fatigue cracks formed, which eventually led to a structural failure.",https://www.planecrashinfo.com/2002/2002-24.htm,23.5585685,119.6098859
"May 25, 2002",07:00,"Near Nabire, Indonesia",Trigana Air Service,,Nabire - Enaotali,PK-YPZ,458,6,2.0,4.0,6,2.0,4.0,0.0,The aircraft crashed in thunderstorms and heavy rain while en route.,https://www.planecrashinfo.com/2002/2002-25.htm,-3.360285,135.5023653
"June 01, 2002",06:45,"George, South Africa",Airquarius Aviation - Charter,,Bloemfontein - George,ZS-OJU,1782,3,1.0,2.0,3,1.0,2.0,0.0,"The private postal service plane crashed into the Outeniqua mountains, near Outeniqua Pass, after a missed approach to George Airport. The aircraft crashed as it circled for another landing attempting poor weather conditions. Former South African cricket captain, Hansie Cronje, 32, the only passenger aboard, was killed along with the crew. Pilot error. The pilot broke with procedure when trying to land the small cargo plane and failed to heed warnings that the aircraft was too near the ground.",https://www.planecrashinfo.com/2002/2002-26.htm,-33.9597212,22.4587148
"June 02, 2002",,"Near Ndalatando, Angola",Military - Angolan Armed Forces,,Luanda - demobilization camp,,,25,23.0,2.0,20,18.0,2.0,0.0,The helicopter crashed in poor weather while on its way to a remote town for the symbolic surrender of arms held by Unita rebels. Two top ranking generals were among those killed in the crash.,https://www.planecrashinfo.com/2002/2002-27.htm,-9.2984831,14.9144981
"June 12, 2002",21:24,"Near Gardez, Afghanistan",Military - US,,,84-0475,5041,10,2.0,8.0,3,0.0,3.0,0.0,While participating in a night mission to remove U.S. Special Forces troops the plane crashed 2.5 miles from the airstrip. Overloaded. The excessive cargo weight loaded on the aircraft at the Band E Sardeh Dam landing zone.,https://www.planecrashinfo.com/2002/2002-28.htm,33.6014533,69.2235518
"July 01, 2002",23:36,"Uberlingen, Germany",Bashkirian Airlines / DHL Worldwide Express,2937 / 611,Moscow-Munich-Barcelona / Bahrain/Brussels,RA85816/A9C-DHL,1006 / 24635/258,71,57.0,14.0,71,57.0,14.0,0.0,"The airliner and cargo plane collided over southern Germany at 35,400 ft. Debris was spread across a 20 mile radius. Fifty-two children on a beach holiday were among the 69 aboard the Tupolev. The Tupolev pilot received contradictory instructions. The collision avoidance warning system (TCAS) told the pilot to ascend followed by an order from the Swiss air traffic controller to descend one second later. The Russian plane did not immediately respond to the tower's order to descend, so he repeated the command 14 seconds later. Thirty seconds later the two planes collided. The Tupolev's TCAS was telling the pilots to ascend. The Boeing's TCAS was telling the pilots to descend. The Swiss air traffic controller was telling the Tupolev's pilots to descend. The air traffic controller that guided the planes had no way of knowing the Russian pilot was receiving contradictory instruction from his cockpit TCAS unless told so by the pilot. Russian aviation officials said the pilot correctly gave precedence to the control tower, but Western aviation experts said pilots are trained to give precedence to the cockpit warning. In addition, the controller was left alone on duty while his partner went on a break and was preoccupied with another aircraft. This was accepted policy at Skyguide, the Swiss air control company. In addition, maintenance crews, working on the computer system, limited the controller's information he was receiving including conflict alert warnings. Sadly, one-and-a-half years later, the controller, Peter Nielsen, was stabbed to death by a Russian man who had lost his wife and two children in the accident.",https://www.planecrashinfo.com/2002/2002-29.htm,47.7664456,9.1605106
"July 04, 2002",11:15,"Bangui, Central African Republic",Prestige Airlines (Cargo) Charter,,"N'Djamena, Chad - Brazzaville, Congo",9XR-IS,19335,27,19.0,8.0,27,19.0,8.0,0.0,The aircraft crashed 2 miles short of the runway into the Guitangola neighborhood of Bangui. The plane was bound for Brazzaville but diverted to Bangui because of mechanical problems. Two survived but succumbed to their injuries.,https://www.planecrashinfo.com/2002/2002-30.htm,4.3635118,18.5835913
"July 16, 2002",,"Near Long Barai, Indonesia",Sabang Merauke Raya Air Charter,,Tarakan - Krayan,PK-TAR,860,10,8.0,2.0,10,8.0,2.0,0.0,"Air traffic control lost contact with the aircraft 15 minutes before it was scheduled to land. The wreckage was found atop a 5,300 ft. mountain, surrounded by thick jungle, 5 miles from its destination.",https://www.planecrashinfo.com/2002/2002-31.htm,-8.6279991,116.30387691178161
